id,name_x,species,breed,type,danger_level_x,variety,hunter_id_x,terrain_name,name_y,level,experience,terrain_visited,total_animals_hunted,hunter_id_y,climate,danger_level_y,rarity_factor,description
678,Monica,Tiger,Siberian,Herbivore,High,Uncommon,H045,Canyon,Zara,10,1016,Ruins,27,9,Hot,Medium,1.4,Narrow passages with ambush threats
679,Morgan,Lion,Sumatran,Omnivore,Medium,Common,H009,City Ruins,Ravi,2,2615,Desert,31,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
680,Jacqueline,Elephant,Sumatran,Predator,Low,Common,H016,Canyon,Dev,4,2499,Jungle,11,9,Hot,Medium,1.4,Narrow passages with ambush threats
681,Joshua,Tiger,Mountain,Predator,Medium,Common,H085,City Ruins,Arjun,5,442,Ice Fields,49,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
682,Alicia,Wolf,Asian,Predator,High,Uncommon,H093,Tundra,Reva,7,311,Canyon,25,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
683,Teresa,Rhino,African,Omnivore,Low,Common,H024,Forest,Zara,9,1405,Ice Fields,45,3,Mild,Low,1.0,Balanced area with common animals
684,Aaron,Rhino,African,Predator,High,Uncommon,H094,City Ruins,Ravi,8,627,Riverlands,46,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
685,John,Cheetah,Siberian,Herbivore,Low,Uncommon,H038,Swamp,Liam,9,2014,Swamp,36,4,Wet,High,1.6,Murky lands with hidden threats
686,Brian,Tiger,Bengal,Predator,Medium,Uncommon,H017,City Ruins,Liam,9,2480,Forest,23,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
687,Brian,Cheetah,Snow,Omnivore,Low,Common,H002,Savanna,Liam,8,380,Forest,12,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
688,Tina,Elephant,Siberian,Predator,High,Rare,H011,Tundra,Kaira,3,1009,Ice Fields,14,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
689,Peter,Bear,Indochinese,Omnivore,Low,Rare,H099,Mountains,Tara,9,2822,Ruins,31,5,Cold,Medium,1.3,Rocky regions with agile animals
690,Morgan,Giraffe,Indochinese,Omnivore,Medium,Uncommon,H052,Mountains,Ravi,5,683,Forest,46,5,Cold,Medium,1.3,Rocky regions with agile animals
691,Elizabeth,Lion,Indian,Predator,Medium,Common,H084,Jungle,Liam,7,1509,Forest,34,1,Humid,High,1.5,Dense forest with dangerous wild predators
692,Thomas,Wolf,Bengal,Omnivore,High,Uncommon,H043,Tundra,Zara,5,964,Volcano,11,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
693,Robert,Rhino,Sumatran,Omnivore,High,Uncommon,H028,Canyon,Liam,5,2836,Desert,49,9,Hot,Medium,1.4,Narrow passages with ambush threats
694,George,Leopard,Indian,Predator,High,Uncommon,H043,Volcanic Zone,Zara,5,964,Volcano,11,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
695,Michael,Bear,Sumatran,Herbivore,Low,Rare,H093,Canyon,Reva,7,311,Canyon,25,9,Hot,Medium,1.4,Narrow passages with ambush threats
696,Richard,Zebra,Indochinese,Herbivore,High,Rare,H091,Forest,Reva,8,2781,Mountain,22,3,Mild,Low,1.0,Balanced area with common animals
697,Kyle,Bear,Indochinese,Omnivore,Low,Uncommon,H030,Forest,Reva,3,524,Jungle,45,3,Mild,Low,1.0,Balanced area with common animals
698,Erik,Wolf,Snow,Omnivore,Medium,Uncommon,H030,Canyon,Reva,3,524,Jungle,45,9,Hot,Medium,1.4,Narrow passages with ambush threats
699,Catherine,Rhino,Indian,Omnivore,Medium,Uncommon,H021,Savanna,Reva,2,580,Desert,45,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
700,Christopher,Rhino,Bengal,Herbivore,High,Uncommon,H060,Swamp,Dev,3,1162,Mountain,50,4,Wet,High,1.6,Murky lands with hidden threats
701,Kevin,Zebra,Indochinese,Predator,High,Uncommon,H080,Swamp,Nikhil,5,1228,Forest,40,4,Wet,High,1.6,Murky lands with hidden threats
702,Sonia,Giraffe,Arctic,Predator,High,Uncommon,H042,City Ruins,Zara,7,2471,Desert,48,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
703,Martin,Lion,African,Predator,Medium,Common,H032,Tundra,Zara,10,1525,Desert,15,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
704,James,Wolf,Indian,Herbivore,Medium,Uncommon,H052,Desert,Ravi,5,683,Forest,46,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
705,Pedro,Leopard,Mountain,Herbivore,Medium,Common,H005,Tundra,Kaira,4,1498,Mountain,19,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
706,Jeremy,Tiger,Arctic,Omnivore,High,Uncommon,H097,Canyon,Dev,8,1256,Desert,9,9,Hot,Medium,1.4,Narrow passages with ambush threats
707,Cynthia,Leopard,Indian,Omnivore,High,Uncommon,H060,Swamp,Dev,3,1162,Mountain,50,4,Wet,High,1.6,Murky lands with hidden threats
708,Vicki,Zebra,Mountain,Predator,High,Common,H061,Savanna,Zara,10,2525,Volcano,27,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
709,Richard,Leopard,Bengal,Omnivore,Low,Rare,H012,Savanna,Dev,5,572,Canyon,5,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
710,Gary,Rhino,Bengal,Herbivore,Low,Common,H021,Swamp,Reva,2,580,Desert,45,4,Wet,High,1.6,Murky lands with hidden threats
711,Chad,Tiger,African,Omnivore,Low,Rare,H051,Volcanic Zone,Reva,8,1830,Riverlands,11,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
712,Danielle,Lion,Siberian,Predator,Low,Uncommon,H053,Desert,Ravi,7,1120,Ice Fields,36,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
713,Peter,Elephant,Indochinese,Herbivore,High,Rare,H073,Swamp,Ravi,6,709,Canyon,25,4,Wet,High,1.6,Murky lands with hidden threats
714,Scott,Rhino,Asian,Omnivore,High,Rare,H019,Mountains,Zara,4,1759,Canyon,14,5,Cold,Medium,1.3,Rocky regions with agile animals
715,Austin,Zebra,Asian,Herbivore,Low,Uncommon,H094,Forest,Ravi,8,627,Riverlands,46,3,Mild,Low,1.0,Balanced area with common animals
716,Brittany,Lion,Siberian,Omnivore,High,Common,H047,Desert,Meera,9,541,Ice Fields,36,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
717,Christy,Elephant,Arctic,Predator,Low,Common,H043,Canyon,Zara,5,964,Volcano,11,9,Hot,Medium,1.4,Narrow passages with ambush threats
718,Colleen,Giraffe,Asian,Herbivore,Medium,Common,H058,Desert,Nikhil,9,1316,Volcano,19,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
719,Michael,Giraffe,Indochinese,Predator,Low,Common,H066,Forest,Dev,6,2668,Volcano,5,3,Mild,Low,1.0,Balanced area with common animals
720,Nicole,Bear,Snow,Herbivore,Low,Uncommon,H033,Desert,Meera,9,761,Desert,50,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
721,Jack,Bear,Bengal,Predator,Low,Common,H074,City Ruins,Liam,5,473,Ruins,10,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
722,Brittany,Rhino,Indian,Herbivore,Low,Common,H005,Jungle,Kaira,4,1498,Mountain,19,1,Humid,High,1.5,Dense forest with dangerous wild predators
723,Linda,Wolf,Indochinese,Predator,Medium,Common,H029,Volcanic Zone,Zara,5,1641,Canyon,48,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
724,Dana,Bear,Asian,Herbivore,Medium,Common,H028,Desert,Liam,5,2836,Desert,49,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
725,Emily,Tiger,Mountain,Omnivore,Medium,Rare,H085,Volcanic Zone,Arjun,5,442,Ice Fields,49,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
726,Michelle,Zebra,Snow,Predator,Low,Rare,H056,Desert,Arjun,9,1920,Ruins,12,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
727,Kathleen,Giraffe,Mountain,Herbivore,High,Common,H085,Jungle,Arjun,5,442,Ice Fields,49,1,Humid,High,1.5,Dense forest with dangerous wild predators
728,Kelly,Cheetah,African,Omnivore,High,Uncommon,H024,Jungle,Zara,9,1405,Ice Fields,45,1,Humid,High,1.5,Dense forest with dangerous wild predators
729,Jodi,Tiger,Sumatran,Predator,Medium,Uncommon,H001,Savanna,Nikhil,5,2028,Riverlands,20,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
730,Sarah,Leopard,Sumatran,Omnivore,High,Rare,H041,Tundra,Liam,5,1059,Volcano,39,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
731,David,Wolf,Arctic,Omnivore,Medium,Uncommon,H093,Forest,Reva,7,311,Canyon,25,3,Mild,Low,1.0,Balanced area with common animals
732,Micheal,Zebra,Indochinese,Omnivore,Medium,Uncommon,H050,Savanna,Tara,6,831,Canyon,44,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
733,Vanessa,Zebra,Bengal,Predator,Medium,Rare,H083,City Ruins,Arjun,10,391,Volcano,23,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
734,Donna,Leopard,Indochinese,Omnivore,High,Uncommon,H041,Canyon,Liam,5,1059,Volcano,39,9,Hot,Medium,1.4,Narrow passages with ambush threats
735,Nancy,Lion,Indian,Herbivore,Medium,Uncommon,H004,Swamp,Liam,9,1375,Riverlands,41,4,Wet,High,1.6,Murky lands with hidden threats
736,Joshua,Rhino,Sumatran,Herbivore,Medium,Rare,H074,Canyon,Liam,5,473,Ruins,10,9,Hot,Medium,1.4,Narrow passages with ambush threats
737,Cameron,Leopard,Indochinese,Omnivore,High,Common,H033,Canyon,Meera,9,761,Desert,50,9,Hot,Medium,1.4,Narrow passages with ambush threats
738,Melanie,Zebra,Siberian,Omnivore,Low,Rare,H021,Canyon,Reva,2,580,Desert,45,9,Hot,Medium,1.4,Narrow passages with ambush threats
739,Emily,Wolf,African,Predator,Medium,Rare,H008,Savanna,Liam,6,2972,Riverlands,14,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
740,Tammy,Rhino,African,Omnivore,Medium,Rare,H048,Mountains,Nikhil,7,2229,Mountain,8,5,Cold,Medium,1.3,Rocky regions with agile animals
741,Danny,Leopard,Mountain,Herbivore,Low,Common,H040,Swamp,Ravi,1,850,Ruins,28,4,Wet,High,1.6,Murky lands with hidden threats
742,Erin,Lion,Bengal,Omnivore,Low,Uncommon,H029,City Ruins,Zara,5,1641,Canyon,48,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
743,Steve,Wolf,Siberian,Herbivore,Medium,Common,H097,Forest,Dev,8,1256,Desert,9,3,Mild,Low,1.0,Balanced area with common animals
744,Tiffany,Giraffe,Arctic,Omnivore,Medium,Rare,H066,Mountains,Dev,6,2668,Volcano,5,5,Cold,Medium,1.3,Rocky regions with agile animals
745,Taylor,Leopard,Indochinese,Predator,Medium,Uncommon,H006,Mountains,Arjun,3,2950,Ruins,45,5,Cold,Medium,1.3,Rocky regions with agile animals
746,Kathryn,Leopard,Bengal,Herbivore,Medium,Rare,H018,Canyon,Kaira,8,2257,Desert,22,9,Hot,Medium,1.4,Narrow passages with ambush threats
747,Sarah,Cheetah,Mountain,Herbivore,High,Rare,H060,City Ruins,Dev,3,1162,Mountain,50,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
748,Justin,Lion,Bengal,Omnivore,Medium,Rare,H072,City Ruins,Tara,4,2685,Jungle,14,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
749,Yolanda,Rhino,Snow,Omnivore,High,Common,H072,City Ruins,Tara,4,2685,Jungle,14,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
750,Elizabeth,Leopard,Indochinese,Predator,Low,Rare,H027,Jungle,Ravi,10,1674,Forest,37,1,Humid,High,1.5,Dense forest with dangerous wild predators
751,Jane,Wolf,Siberian,Omnivore,Low,Uncommon,H094,Swamp,Ravi,8,627,Riverlands,46,4,Wet,High,1.6,Murky lands with hidden threats
752,Amy,Zebra,Bengal,Herbivore,High,Common,H085,City Ruins,Arjun,5,442,Ice Fields,49,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
753,David,Wolf,Asian,Herbivore,Medium,Uncommon,H081,Tundra,Dev,9,558,Ruins,16,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
754,Brian,Giraffe,Sumatran,Omnivore,High,Rare,H082,Canyon,Dev,2,2294,Desert,6,9,Hot,Medium,1.4,Narrow passages with ambush threats
755,Anita,Lion,Mountain,Herbivore,High,Uncommon,H086,Mountains,Zara,6,457,Ruins,32,5,Cold,Medium,1.3,Rocky regions with agile animals
756,Garrett,Wolf,Sumatran,Omnivore,Medium,Common,H009,Desert,Ravi,2,2615,Desert,31,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
757,Terri,Tiger,Indochinese,Herbivore,High,Uncommon,H015,Swamp,Dev,4,600,Jungle,19,4,Wet,High,1.6,Murky lands with hidden threats
758,Bonnie,Lion,Snow,Omnivore,Medium,Rare,H069,Tundra,Reva,7,321,Mountain,40,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
759,Alexander,Giraffe,Mountain,Omnivore,Medium,Common,H056,Volcanic Zone,Arjun,9,1920,Ruins,12,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
760,Jodi,Zebra,African,Predator,Medium,Common,H069,Savanna,Reva,7,321,Mountain,40,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
761,Timothy,Leopard,Mountain,Predator,High,Common,H090,Forest,Zara,2,2327,Riverlands,22,3,Mild,Low,1.0,Balanced area with common animals
762,Jackson,Leopard,Indochinese,Predator,High,Common,H005,Tundra,Kaira,4,1498,Mountain,19,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
763,David,Rhino,Snow,Herbivore,High,Rare,H097,Forest,Dev,8,1256,Desert,9,3,Mild,Low,1.0,Balanced area with common animals
764,Judy,Lion,Asian,Omnivore,High,Common,H032,Forest,Zara,10,1525,Desert,15,3,Mild,Low,1.0,Balanced area with common animals
765,Jillian,Rhino,Siberian,Herbivore,Low,Rare,H054,Mountains,Kaira,6,1775,Volcano,48,5,Cold,Medium,1.3,Rocky regions with agile animals
766,Brandon,Bear,Mountain,Omnivore,High,Common,H007,Forest,Zara,4,994,Riverlands,44,3,Mild,Low,1.0,Balanced area with common animals
767,Ruth,Giraffe,Snow,Herbivore,Low,Rare,H025,Mountains,Reva,3,1677,Swamp,50,5,Cold,Medium,1.3,Rocky regions with agile animals
768,Kyle,Zebra,Siberian,Predator,Low,Rare,H074,Savanna,Liam,5,473,Ruins,10,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
769,Trevor,Rhino,Mountain,Herbivore,High,Rare,H067,Savanna,Nikhil,1,2618,Riverlands,16,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
770,Travis,Rhino,Siberian,Herbivore,Low,Uncommon,H067,Savanna,Nikhil,1,2618,Riverlands,16,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
771,Laurie,Rhino,Sumatran,Herbivore,Medium,Uncommon,H085,Forest,Arjun,5,442,Ice Fields,49,3,Mild,Low,1.0,Balanced area with common animals
772,Jennifer,Cheetah,Bengal,Omnivore,Medium,Uncommon,H027,City Ruins,Ravi,10,1674,Forest,37,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
773,Karen,Tiger,Indian,Herbivore,High,Uncommon,H005,Desert,Kaira,4,1498,Mountain,19,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
774,Amy,Elephant,Bengal,Omnivore,Low,Uncommon,H069,Desert,Reva,7,321,Mountain,40,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
775,Stacy,Wolf,African,Predator,Low,Uncommon,H089,Tundra,Ravi,9,334,Volcano,12,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
776,Robin,Giraffe,Mountain,Predator,Low,Uncommon,H014,Forest,Zara,2,1239,Desert,27,3,Mild,Low,1.0,Balanced area with common animals
777,Vanessa,Cheetah,Sumatran,Herbivore,High,Common,H037,Jungle,Tara,7,1073,Desert,36,1,Humid,High,1.5,Dense forest with dangerous wild predators
778,Jacob,Bear,Bengal,Herbivore,High,Uncommon,H059,Tundra,Meera,8,2418,Swamp,7,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
779,Robert,Lion,Indochinese,Predator,Low,Rare,H034,Desert,Dev,6,1404,Swamp,24,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
780,Teresa,Elephant,Arctic,Herbivore,High,Rare,H064,Volcanic Zone,Nikhil,3,1385,Desert,32,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
781,Jasmine,Giraffe,Indian,Omnivore,High,Rare,H058,Forest,Nikhil,9,1316,Volcano,19,3,Mild,Low,1.0,Balanced area with common animals
782,Michael,Giraffe,Indian,Herbivore,Medium,Rare,H028,Savanna,Liam,5,2836,Desert,49,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
783,Samantha,Elephant,Asian,Omnivore,Low,Common,H001,Swamp,Nikhil,5,2028,Riverlands,20,4,Wet,High,1.6,Murky lands with hidden threats
784,Mikayla,Zebra,Bengal,Herbivore,High,Uncommon,H066,Mountains,Dev,6,2668,Volcano,5,5,Cold,Medium,1.3,Rocky regions with agile animals
785,Shelley,Elephant,Indian,Predator,Low,Uncommon,H069,Swamp,Reva,7,321,Mountain,40,4,Wet,High,1.6,Murky lands with hidden threats
786,Amanda,Elephant,Indochinese,Omnivore,Low,Rare,H079,City Ruins,Reva,2,1179,Desert,12,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
787,Eric,Lion,Mountain,Omnivore,High,Rare,H035,Mountains,Ravi,4,792,Canyon,26,5,Cold,Medium,1.3,Rocky regions with agile animals
788,Laura,Lion,Mountain,Herbivore,Low,Common,H062,City Ruins,Tara,1,1900,Riverlands,50,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
789,Charles,Lion,Siberian,Herbivore,High,Common,H097,Canyon,Dev,8,1256,Desert,9,9,Hot,Medium,1.4,Narrow passages with ambush threats
790,David,Zebra,African,Herbivore,High,Common,H021,Tundra,Reva,2,580,Desert,45,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
791,Richard,Leopard,Asian,Predator,Low,Common,H100,Forest,Nikhil,1,611,Ice Fields,48,3,Mild,Low,1.0,Balanced area with common animals
792,Shawn,Zebra,Indochinese,Omnivore,Medium,Rare,H041,Desert,Liam,5,1059,Volcano,39,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
793,Paula,Cheetah,Indochinese,Predator,Medium,Common,H091,Canyon,Reva,8,2781,Mountain,22,9,Hot,Medium,1.4,Narrow passages with ambush threats
794,Patricia,Cheetah,Sumatran,Predator,Low,Rare,H016,City Ruins,Dev,4,2499,Jungle,11,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
795,Lisa,Wolf,Asian,Omnivore,Low,Uncommon,H055,Desert,Kaira,8,518,Volcano,15,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
796,Christopher,Wolf,Indian,Herbivore,High,Uncommon,H038,Mountains,Liam,9,2014,Swamp,36,5,Cold,Medium,1.3,Rocky regions with agile animals
797,Sarah,Elephant,Arctic,Omnivore,Low,Uncommon,H015,Volcanic Zone,Dev,4,600,Jungle,19,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
798,Troy,Giraffe,Sumatran,Omnivore,Low,Uncommon,H033,Tundra,Meera,9,761,Desert,50,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
799,Christy,Rhino,Asian,Omnivore,Medium,Rare,H054,Volcanic Zone,Kaira,6,1775,Volcano,48,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
800,Hannah,Cheetah,Indian,Omnivore,High,Common,H004,Jungle,Liam,9,1375,Riverlands,41,1,Humid,High,1.5,Dense forest with dangerous wild predators
801,Stephen,Leopard,Siberian,Predator,Medium,Rare,H026,Forest,Arjun,2,983,Riverlands,33,3,Mild,Low,1.0,Balanced area with common animals
802,Jenna,Rhino,Arctic,Herbivore,Low,Rare,H097,Desert,Dev,8,1256,Desert,9,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
803,Michael,Lion,African,Herbivore,Low,Rare,H026,Mountains,Arjun,2,983,Riverlands,33,5,Cold,Medium,1.3,Rocky regions with agile animals
804,Brian,Wolf,Siberian,Predator,Medium,Uncommon,H030,Savanna,Reva,3,524,Jungle,45,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
805,Debbie,Zebra,Indochinese,Predator,Medium,Common,H090,Canyon,Zara,2,2327,Riverlands,22,9,Hot,Medium,1.4,Narrow passages with ambush threats
806,Johnny,Cheetah,Arctic,Predator,Medium,Uncommon,H011,Canyon,Kaira,3,1009,Ice Fields,14,9,Hot,Medium,1.4,Narrow passages with ambush threats
807,Gregory,Elephant,Snow,Predator,Low,Uncommon,H051,Mountains,Reva,8,1830,Riverlands,11,5,Cold,Medium,1.3,Rocky regions with agile animals
808,David,Giraffe,Siberian,Herbivore,High,Common,H034,Volcanic Zone,Dev,6,1404,Swamp,24,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
809,Suzanne,Wolf,Arctic,Predator,High,Rare,H030,City Ruins,Reva,3,524,Jungle,45,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
810,Andrew,Cheetah,Indochinese,Omnivore,Low,Rare,H062,Canyon,Tara,1,1900,Riverlands,50,9,Hot,Medium,1.4,Narrow passages with ambush threats
811,Beverly,Bear,African,Predator,Medium,Uncommon,H080,Jungle,Nikhil,5,1228,Forest,40,1,Humid,High,1.5,Dense forest with dangerous wild predators
812,John,Lion,Arctic,Predator,High,Uncommon,H066,City Ruins,Dev,6,2668,Volcano,5,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
813,Brandon,Zebra,Asian,Predator,Low,Uncommon,H072,Mountains,Tara,4,2685,Jungle,14,5,Cold,Medium,1.3,Rocky regions with agile animals
814,Kevin,Elephant,Arctic,Omnivore,Low,Uncommon,H071,Mountains,Reva,6,2104,Ice Fields,16,5,Cold,Medium,1.3,Rocky regions with agile animals
815,Jessica,Zebra,Indochinese,Herbivore,Low,Rare,H039,Tundra,Reva,1,1756,Ice Fields,6,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
816,Jay,Tiger,African,Predator,High,Uncommon,H087,Volcanic Zone,Ravi,10,1093,Swamp,19,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
817,Willie,Wolf,Bengal,Herbivore,Medium,Common,H011,Jungle,Kaira,3,1009,Ice Fields,14,1,Humid,High,1.5,Dense forest with dangerous wild predators
818,Patricia,Tiger,Asian,Predator,High,Uncommon,H026,Forest,Arjun,2,983,Riverlands,33,3,Mild,Low,1.0,Balanced area with common animals
819,Alexandra,Lion,African,Herbivore,Low,Uncommon,H059,Tundra,Meera,8,2418,Swamp,7,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
820,Amy,Elephant,Indochinese,Predator,Low,Uncommon,H096,Swamp,Arjun,5,228,Forest,42,4,Wet,High,1.6,Murky lands with hidden threats
821,Rita,Zebra,Indian,Omnivore,Medium,Common,H070,City Ruins,Dev,1,1776,Volcano,38,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
822,Patrick,Cheetah,Indochinese,Herbivore,High,Rare,H043,City Ruins,Zara,5,964,Volcano,11,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
823,Donna,Wolf,Indochinese,Omnivore,Low,Uncommon,H027,Canyon,Ravi,10,1674,Forest,37,9,Hot,Medium,1.4,Narrow passages with ambush threats
824,Christian,Zebra,Asian,Herbivore,Low,Uncommon,H091,City Ruins,Reva,8,2781,Mountain,22,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
825,Mitchell,Zebra,Arctic,Predator,Low,Common,H054,Volcanic Zone,Kaira,6,1775,Volcano,48,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
826,Sarah,Elephant,Indian,Herbivore,High,Rare,H072,City Ruins,Tara,4,2685,Jungle,14,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
827,Melissa,Leopard,Bengal,Herbivore,Medium,Rare,H039,Desert,Reva,1,1756,Ice Fields,6,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
828,Jason,Cheetah,Mountain,Herbivore,Low,Rare,H028,Savanna,Liam,5,2836,Desert,49,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
829,Shannon,Giraffe,Snow,Herbivore,Medium,Uncommon,H083,City Ruins,Arjun,10,391,Volcano,23,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
830,Robin,Lion,Mountain,Omnivore,Medium,Uncommon,H020,Volcanic Zone,Kaira,1,2637,Ice Fields,28,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
831,Luke,Elephant,Snow,Herbivore,Low,Rare,H099,Forest,Tara,9,2822,Ruins,31,3,Mild,Low,1.0,Balanced area with common animals
832,Kevin,Rhino,Snow,Omnivore,Low,Rare,H044,Forest,Arjun,7,1338,Ruins,10,3,Mild,Low,1.0,Balanced area with common animals
833,Zachary,Wolf,Mountain,Omnivore,Medium,Uncommon,H088,City Ruins,Liam,4,959,Canyon,17,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
834,Karen,Leopard,Mountain,Omnivore,High,Uncommon,H100,Volcanic Zone,Nikhil,1,611,Ice Fields,48,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
835,Eric,Rhino,Sumatran,Predator,Low,Uncommon,H024,Mountains,Zara,9,1405,Ice Fields,45,5,Cold,Medium,1.3,Rocky regions with agile animals
836,Sally,Giraffe,Sumatran,Predator,Low,Rare,H022,Tundra,Zara,4,2500,Ruins,19,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
837,Lawrence,Giraffe,Arctic,Predator,Medium,Common,H070,Volcanic Zone,Dev,1,1776,Volcano,38,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
838,Stephanie,Lion,Arctic,Predator,High,Rare,H015,City Ruins,Dev,4,600,Jungle,19,8,Polluted,High,1.8,Post-apocalyptic zone with mutated species
839,Patricia,Zebra,African,Omnivore,Low,Rare,H088,Mountains,Liam,4,959,Canyon,17,5,Cold,Medium,1.3,Rocky regions with agile animals
840,Benjamin,Tiger,Indian,Omnivore,High,Uncommon,H043,Swamp,Zara,5,964,Volcano,11,4,Wet,High,1.6,Murky lands with hidden threats
841,Carolyn,Lion,Sumatran,Omnivore,High,Uncommon,H005,Canyon,Kaira,4,1498,Mountain,19,9,Hot,Medium,1.4,Narrow passages with ambush threats
842,Patrick,Tiger,Asian,Omnivore,Low,Common,H078,Desert,Tara,3,1969,Desert,49,2,Arid,Medium,1.2,Hot and dry terrain with limited animal life
843,Kimberly,Lion,African,Herbivore,Low,Rare,H021,Volcanic Zone,Reva,2,580,Desert,45,10,Extreme,Very High,2.0,A deadly zone with rare beasts and fire-based challenges
844,Karen,Leopard,Indian,Predator,Low,Rare,H070,Tundra,Dev,1,1776,Volcano,38,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
845,Lisa,Elephant,Asian,Omnivore,Medium,Rare,H073,Tundra,Ravi,6,709,Canyon,25,7,Freezing,High,1.7,"Frozen lands with rare, tough animals"
846,Christine,Wolf,Indian,Herbivore,High,Rare,H039,Savanna,Reva,1,1756,Ice Fields,6,6,Dry,Medium,1.2,Open plains with a mix of herbivores and predators
